node_id,name,degree,degree_centrality,closeness,betweenness,pagerank
Darkdevil,Darkdevil,4,0.014492753623188406,0.36268068331143233,8.72216458745718e-05,0.0013975783312851339
Anne_Weying,She-Venom (Patricia Robertson),5,0.018115942028985508,0.3954154727793696,8.454634741728317e-05,0.0016776774668428454
Scarlet_Scarab,Scarlet Scarab,2,0.007246376811594203,0.3333333333333333,8.379261047245237e-05,0.0005300214031699635
Steel_Spider,Steel Spider,4,0.014492753623188406,0.38016528925619836,6.618181506745062e-05,0.0009243970198111558
Box_(comics),Box (comics),3,0.010869565217391304,0.27906976744186046,5.910031996988519e-05,0.0006403155249016595
Killpower,Killpower,3,0.010869565217391304,0.3520408163265306,5.8625539760485414e-05,0.0007629481923664121
Fabio_Medina,Fabio Medina,3,0.010869565217391304,0.3898305084745763,5.814168344167752e-05,0.0005300214031699635
Coldblood,Coldblood,2,0.007246376811594203,0.3187066974595843,5.698355414801539e-05,0.0005300214031699635
Korvus,Korvus,4,0.014492753623188406,0.34328358208955223,5.483890564402161e-05,0.00213594840215056
Zombie_(comics),Zombie (comics),4,0.014492753623188406,0.35159235668789807,4.908425063267985e-05,0.0005300214031699635
Blackwulf,Blackwulf,2,0.007246376811594203,0.32662721893491126,4.7947829420270265e-05,0.0005300214031699635
Surge_(Marvel_Comics),Surge (Marvel Comics),5,0.018115942028985508,0.3607843137254902,4.7601083211015586e-05,0.000889470484848602
Dargo_Ktor,Dargo Ktor,2,0.007246376811594203,0.3250883392226148,4.435398734766079e-05,0.0005300214031699635
Will_o'_the_Wisp_(comics),Will o' the Wisp (comics),3,0.010869565217391304,0.38386648122392214,3.3438853876092887e-05,0.0007498520310787369
Firelord_(character),Firelord (character),2,0.007246376811594203,0.3378212974296206,3.337373660477858e-05,0.001513897410288532
Ulysses_Bloodstone,Ulysses Bloodstone,3,0.010869565217391304,0.3378212974296206,3.194147663457126e-05,0.000775363602047788
Synapse_(character),Synapse (character),2,0.007246376811594203,0.3157894736842105,3.110564783532648e-05,0.0011220666237726008
G._W._Bridge,G. W. Bridge,3,0.010869565217391304,0.314709236031927,2.9722105634684106e-05,0.0005847919474219108
Silencer_(comics),Silencer (comics),2,0.007246376811594203,0.33948339483394835,1.3759691528354367e-05,0.0005300214031699635
